date,arena,treatment,trial_start,mating_start,mating_end,pursuit_start,mating_duration,pursuit_duration,harassment_start,notes,
05-23-2022,14,high,10:19:24 AM,10:24:30 AM,10:25:34 AM,12,64,294,10:19:36 AM,,
05-23-2022,15,high,10:19:26 AM,10:43:03 AM,10:43:42 AM,15,39,1402,10:19:41 AM,,
05-23-2022,16,high,10:19:43 AM,10:20:24 AM,10:20:45 AM,13,21,28,10:19:56 AM,,
05-23-2022,17,high,10:25:26 AM,10:48:07 AM,10:52:30 AM,24,263,1337,10:25:50 AM,,
05-23-2022,18,high,10:25:52 AM,10:27:21 AM,10:28:44 AM,6,83,83,10:25:58 AM,,
05-23-2022,19,high,10:26:04 AM,10:36:37 AM,10:36:56 AM,10,19,623,10:26:14 AM,,
05-23-2022,20,high,10:26:21 AM,10:27:59 AM,10:29:20 AM,96,81,2,10:27:57 AM,,
05-23-2022,1,low,10:54:46 AM,NA,NA,252,#VALUE!,#VALUE!,10:58:58 AM,replaced male,
05-23-2022,2,low,10:55:05 AM,NA,NA,1103,#VALUE!,#VALUE!,11:13:28 AM,,
05-23-2022,3,low,10:55:06 AM,NA,NA,18,#VALUE!,#VALUE!,10:55:24 AM,,
05-23-2022,4,low,10:55:06 AM,NA,NA,236,#VALUE!,#VALUE!,10:59:02 AM,,
05-23-2022,5,low,10:55:30 AM,NA,NA,1,#VALUE!,#VALUE!,10:55:31 AM,,
05-23-2022,6,low,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,glued male was left in from previous day,
05-23-2022,7,low,11:04:01 AM,NA,NA,31,#VALUE!,#VALUE!,11:04:32 AM,,
05-23-2022,8,low,11:04:06 AM,NA,NA,197,#VALUE!,#VALUE!,11:07:23 AM,,
05-23-2022,9,low,11:04:13 AM,NA,NA,44,#VALUE!,#VALUE!,11:04:57 AM,,
05-23-2022,10,low,11:04:28 AM,NA,NA,870,#VALUE!,#VALUE!,11:18:58 AM,,
05-23-2022,11,low,11:04:37 AM,NA,NA,47,#VALUE!,#VALUE!,11:05:24 AM,,
05-23-2022,12,low,11:04:49 AM,NA,NA,869,#VALUE!,#VALUE!,11:19:18 AM,,
05-23-2022,13,low,11:08:04 AM,NA,NA,13,#VALUE!,#VALUE!,11:08:17 AM,,
05-23-2022,14,low,11:08:10 AM,NA,NA,583,#VALUE!,#VALUE!,11:17:53 AM,,
05-23-2022,15,low,11:08:11 AM,NA,NA,53,#VALUE!,#VALUE!,11:09:04 AM,,
05-23-2022,16,low,11:08:23 AM,NA,NA,347,#VALUE!,#VALUE!,11:14:10 AM,,
05-23-2022,17,low,11:08:32 AM,NA,NA,57,#VALUE!,#VALUE!,11:09:29 AM,,
05-23-2022,18,low,11:12:21 AM,NA,NA,38,#VALUE!,#VALUE!,11:12:59 AM,,
05-23-2022,19,low,11:12:22 AM,NA,NA,295,#VALUE!,#VALUE!,11:17:17 AM,,
05-23-2022,20,low,11:12:32 AM,NA,NA,171,#VALUE!,#VALUE!,11:15:23 AM,,
05-24-2022,1,high,10:52:59 AM,10:53:36 AM,10:54:44 AM,#VALUE!,68,#VALUE!,NA,,
05-24-2022,2,high,10:53:03 AM,10:54:37 AM,10:55:16 AM,#VALUE!,39,#VALUE!,NA,,
05-24-2022,3,high,10:53:07 AM,10:56:18 AM,10:57:10 AM,#VALUE!,52,#VALUE!,NA,,
05-24-2022,4,high,10:53:25 AM,11:05:00 AM,11:06:12 AM,#VALUE!,72,#VALUE!,NA,,
05-24-2022,5,high,10:56:48 AM,11:15:11 AM,11:15:30 AM,#VALUE!,19,#VALUE!,NA,,
05-24-2022,6,high,10:56:55 AM,10:59:40 AM,11:00:47 AM,#VALUE!,67,#VALUE!,NA,,
05-24-2022,7,high,10:58:11 AM,11:00:38 AM,11:02:39 AM,#VALUE!,121,#VALUE!,NA,,
05-24-2022,8,high,10:59:07 AM,11:02:31 AM,11:03:39 AM,#VALUE!,68,#VALUE!,NA,,
05-24-2022,9,high,11:01:38 AM,11:21:12 AM,11:22:28 AM,#VALUE!,76,#VALUE!,NA,,
05-24-2022,10,high,11:01:40 AM,11:08:39 AM,11:09:38 AM,#VALUE!,59,#VALUE!,NA,,
05-24-2022,11,high,11:07:00 AM,11:08:47 AM,11:09:40 AM,#VALUE!,53,#VALUE!,NA,,
05-24-2022,12,high,11:07:09 AM,11:11:11 AM,11:12:54 AM,#VALUE!,103,#VALUE!,NA,,
05-24-2022,13,high,11:11:21 AM,11:13:38 AM,11:15:47 AM,#VALUE!,129,#VALUE!,NA,,
05-24-2022,14,high,11:11:26 AM,11:13:54 AM,11:15:48 AM,#VALUE!,114,#VALUE!,NA,,
05-24-2022,15,high,11:11:31 AM,11:29:33 AM,11:31:01 AM,#VALUE!,88,#VALUE!,NA,,
05-24-2022,16,high,11:15:25 AM,11:20:57 AM,11:22:00 AM,#VALUE!,63,#VALUE!,NA,,
05-24-2022,17,high,11:15:36 AM,11:25:49 AM,11:27:16 AM,#VALUE!,87,#VALUE!,NA,,
05-24-2022,18,high,11:17:01 AM,11:37:53 AM,11:38:25 AM,#VALUE!,32,#VALUE!,NA,2nd male added,
05-24-2022,19,high,11:17:09 AM,11:39:38 AM,11:40:37 AM,#VALUE!,59,#VALUE!,NA,2nd male added,
05-24-2022,20,high,11:17:32 AM,11:24:02 AM,11:25:26 AM,#VALUE!,84,#VALUE!,NA,,
05-24-2022,1,low,10:11:10 AM,NA,NA,-10,#VALUE!,#VALUE!,10:11:00 AM,,
05-24-2022,2,low,10:12:52 AM,NA,NA,11,#VALUE!,#VALUE!,10:13:03 AM,,
05-24-2022,3,low,10:14:03 AM,NA,NA,52,#VALUE!,#VALUE!,10:14:55 AM,,
05-24-2022,4,low,10:14:57 AM,NA,NA,171,#VALUE!,#VALUE!,10:17:48 AM,,
05-24-2022,5,low,10:15:05 AM,NA,NA,5,#VALUE!,#VALUE!,10:15:10 AM,,
05-24-2022,6,low,10:20:09 AM,NA,NA,438,#VALUE!,#VALUE!,10:27:27 AM,,
05-24-2022,7,low,10:20:16 AM,NA,NA,380,#VALUE!,#VALUE!,10:26:36 AM,,
05-24-2022,8,low,10:20:25 AM,NA,NA,12,#VALUE!,#VALUE!,10:20:37 AM,,
05-24-2022,9,low,10:23:30 AM,NA,NA,1405,#VALUE!,#VALUE!,10:46:55 AM,,
05-24-2022,10,low,10:23:36 AM,NA,NA,45,#VALUE!,#VALUE!,10:24:21 AM,,
05-24-2022,11,low,10:29:07 AM,NA,NA,286,#VALUE!,#VALUE!,10:33:53 AM,,
05-24-2022,12,low,10:29:15 AM,NA,NA,55,#VALUE!,#VALUE!,10:30:10 AM,,
05-24-2022,13,low,10:29:35 AM,NA,NA,15,#VALUE!,#VALUE!,10:29:50 AM,,
05-24-2022,14,low,10:31:05 AM,NA,NA,66,#VALUE!,#VALUE!,10:32:11 AM,,
05-24-2022,15,low,10:31:17 AM,NA,NA,179,#VALUE!,#VALUE!,10:34:16 AM,,
05-24-2022,16,low,10:35:36 AM,NA,NA,19,#VALUE!,#VALUE!,10:35:55 AM,,
05-24-2022,17,low,10:35:48 AM,NA,NA,38,#VALUE!,#VALUE!,10:36:26 AM,,
05-24-2022,18,low,10:36:01 AM,NA,NA,430,#VALUE!,#VALUE!,10:43:11 AM,,
05-24-2022,19,low,10:37:37 AM,NA,NA,90,#VALUE!,#VALUE!,10:39:07 AM,,
05-24-2022,20,low,10:37:56 AM,NA,NA,423,#VALUE!,#VALUE!,10:44:59 AM,,
05-25-2022,1,high,10:14:00 AM,10:14:00 AM,10:14:00 AM,0,0,0,10:14:00 AM,,
05-25-2022,2,high,10:30:00 AM,10:33:00 AM,10:34:00 AM,60,60,120,10:31:00 AM,,
05-25-2022,3,high,10:30:00 AM,10:34:00 AM,10:36:00 AM,60,120,180,10:31:00 AM,,
05-25-2022,4,high,10:32:00 AM,10:44:00 AM,10:47:00 AM,660,180,60,10:43:00 AM,,
05-25-2022,5,high,10:32:00 AM,10:34:00 AM,10:35:00 AM,120,60,0,10:34:00 AM,,
05-25-2022,6,high,10:32:00 AM,10:34:00 AM,10:35:00 AM,60,60,60,10:33:00 AM,,
05-25-2022,7,high,10:33:00 AM,10:51:00 AM,10:53:00 AM,900,120,180,10:48:00 AM,,
05-25-2022,8,high,10:33:00 AM,11:04:13 AM,11:06:22 AM,600,129,1273,10:43:00 AM,,
05-25-2022,9,high,10:35:00 AM,11:05:03 AM,11:07:01 AM,900,118,903,10:50:00 AM,,
05-25-2022,10,high,10:35:00 AM,10:36:00 AM,10:38:00 AM,0,120,60,10:35:00 AM,,
05-25-2022,11,high,10:37:00 AM,,,-38220,0,0,,male found in arena rather than female,
05-25-2022,12,high,10:38:00 AM,10:38:00 AM,10:40:00 AM,0,120,0,10:38:00 AM,,
05-25-2022,13,high,10:38:00 AM,10:38:00 AM,10:40:00 AM,0,120,0,10:38:00 AM,,
05-25-2022,14,high,10:39:00 AM,10:42:00 AM,10:44:00 AM,60,120,120,10:40:00 AM,,
05-25-2022,15,high,10:40:00 AM,10:42:00 AM,10:43:00 AM,60,60,60,10:41:00 AM,,
05-25-2022,16,high,10:41:00 AM,10:49:00 AM,10:51:00 AM,480,120,0,10:49:00 AM,,
05-25-2022,17,high,10:41:00 AM,10:55:48 AM,10:57:47 AM,60,119,828,10:42:00 AM,,
05-25-2022,18,high,10:41:00 AM,10:44:00 AM,10:46:00 AM,120,120,60,10:43:00 AM,,
05-25-2022,19,high,10:42:00 AM,10:42:00 AM,10:44:00 AM,0,120,0,10:42:00 AM,,
05-25-2022,20,high,10:42:00 AM,10:43:00 AM,10:46:00 AM,60,180,0,10:43:00 AM,,
05-25-2022,1,low,11:10:57 AM,11:12:25 AM,11:14:02 AM,52,97,36,11:11:49 AM,,
05-25-2022,2,low,11:11:07 AM,11:12:08 AM,11:13:45 AM,13,97,48,11:11:20 AM,,
05-25-2022,3,low,11:11:00 AM,11:16:41 AM,11:18:00 AM,127,79,214,11:13:07 AM,,
05-25-2022,4,low,11:11:59 AM,11:38:15 AM,11:39:46 AM,16,91,1560,11:12:15 AM,,
05-25-2022,5,low,11:12:06 AM,11:19:59 AM,11:20:46 AM,55,47,418,11:13:01 AM,,
05-25-2022,6,low,11:12:59 AM,11:13:42 AM,11:16:05 AM,14,143,29,11:13:13 AM,,
05-25-2022,7,low,11:13:25 AM,11:31:37 AM,11:33:10 AM,1027,93,65,11:30:32 AM,,
05-25-2022,8,low,11:13:47 AM,11:20:55 AM,11:23:00 AM,285,125,143,11:18:32 AM,,
05-25-2022,9,low,11:14:26 AM,11:14:33 AM,11:20:05 AM,6,332,1,11:14:32 AM,,
05-25-2022,10,low,11:14:27 AM,11:19:38 AM,11:22:46 AM,258,188,53,11:18:45 AM,,
05-25-2022,11,low,11:29:35 AM,11:50:33 AM,11:52:15 AM,1130,102,128,11:48:25 AM,replaced male at 11:46 AM,
05-25-2022,12,low,11:29:36 AM,11:41:59 AM,11:51:11 AM,709,552,34,11:41:25 AM,end time off,
05-25-2022,13,low,11:21:43 AM,11:22:04 AM,11:24:36 AM,18,152,3,11:22:01 AM,,
05-25-2022,14,low,11:21:48 AM,11:31:12 AM,11:39:51 AM,690,519,-126,11:33:18 AM,,
05-25-2022,15,low,11:22:16 AM,11:50:15 AM,11:34:05 AM,13,-970,1666,11:22:29 AM,mating start is WRONG,
05-25-2022,16,low,11:22:23 AM,11:52:42 AM,11:54:07 AM,20,85,1799,11:22:43 AM,,
05-25-2022,17,low,11:22:41 AM,11:37:19 AM,11:38:51 AM,363,92,515,11:28:44 AM,replaced male,
05-25-2022,18,low,11:23:43 AM,11:26:00 AM,11:28:40 AM,66,160,71,11:24:49 AM,,
05-25-2022,19,low,11:26:34 AM,11:34:08 AM,11:38:07 AM,96,239,358,11:28:10 AM,,
05-25-2022,20,low,11:34:00 AM,11:35:26 AM,11:38:09 AM,84,163,2,11:35:24 AM,,
05-26-2022,1,high,11:01:18 AM,11:01:42 AM,11:03:14 AM,12,92,12,11:01:30 AM,,
05-26-2022,2,high,11:01:23 AM,11:23:03 AM,11:24:07 AM,99,64,1201,11:03:02 AM,,
05-26-2022,3,high,11:01:32 AM,11:03:11 AM,11:04:36 AM,15,85,84,11:01:47 AM,,
05-26-2022,4,high,11:01:49 AM,11:08:37 AM,11:09:57 AM,33,80,375,11:02:22 AM,,
05-26-2022,5,high,11:01:57 AM,11:02:18 AM,11:03:21 AM,16,63,5,11:02:13 AM,,
05-26-2022,6,high,11:02:01 AM,11:06:12 AM,11:07:47 AM,249,95,2,11:06:10 AM,,
05-26-2022,7,high,11:04:40 AM,11:06:21 AM,11:08:30 AM,59,129,42,11:05:39 AM,,
05-26-2022,8,high,11:05:14 AM,11:10:02 AM,11:11:41 AM,51,99,237,11:06:05 AM,,
05-26-2022,9,high,11:05:08 AM,11:10:35 AM,11:11:42 AM,101,67,226,11:06:49 AM,,
05-26-2022,10,high,11:05:20 AM,11:27:42 AM,11:29:44 AM,22,122,1320,11:05:42 AM,2nd male added,
05-26-2022,11,high,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,,
05-26-2022,12,high,11:12:32 AM,11:13:50 AM,11:15:18 AM,44,88,34,11:13:16 AM,,
05-26-2022,13,high,11:12:44 AM,11:13:38 AM,11:15:54 AM,29,136,25,11:13:13 AM,,
05-26-2022,14,high,11:12:45 AM,11:13:54 AM,11:15:25 AM,23,91,46,11:13:08 AM,,
05-26-2022,15,high,11:12:53 AM,11:13:45 AM,11:14:39 AM,10,54,42,11:13:03 AM,,
05-26-2022,16,high,11:12:54 AM,11:24:56 AM,11:27:03 AM,5,127,717,11:12:59 AM,,
05-26-2022,17,high,11:16:31 AM,11:17:22 AM,11:18:44 AM,20,82,31,11:16:51 AM,,
05-26-2022,18,high,11:16:43 AM,11:18:46 AM,11:20:43 AM,27,117,96,11:17:10 AM,,
05-26-2022,19,high,11:16:44 AM,11:22:46 AM,11:23:10 AM,151,24,211,11:19:15 AM,,
05-26-2022,20,high,11:17:14 AM,11:26:35 AM,11:27:53 AM,534,78,27,11:26:08 AM,,
05-26-2022,1,low,10:23:00 AM,NA,NA,2081,#VALUE!,#VALUE!,10:57:41 AM,replaced male,
05-26-2022,2,low,10:23:05 AM,NA,NA,266,#VALUE!,#VALUE!,10:27:31 AM,,
05-26-2022,3,low,10:23:22 AM,NA,NA,109,#VALUE!,#VALUE!,10:25:11 AM,,
05-26-2022,4,low,10:23:27 AM,NA,NA,515,#VALUE!,#VALUE!,10:32:02 AM,,
05-26-2022,5,low,10:23:56 AM,NA,NA,542,#VALUE!,#VALUE!,10:32:58 AM,,
05-26-2022,6,low,10:25:16 AM,NA,NA,1565,#VALUE!,#VALUE!,10:51:21 AM,,
05-26-2022,7,low,10:25:29 AM,NA,NA,22,#VALUE!,#VALUE!,10:25:51 AM,,
05-26-2022,8,low,10:25:37 AM,NA,NA,11,#VALUE!,#VALUE!,10:25:48 AM,,
05-26-2022,9,low,10:29:45 AM,NA,NA,52,#VALUE!,#VALUE!,10:30:37 AM,possible insemination,
05-26-2022,10,low,10:30:14 AM,NA,NA,558,#VALUE!,#VALUE!,10:39:32 AM,,
05-26-2022,11,low,10:36:34 AM,NA,NA,59,#VALUE!,#VALUE!,10:37:33 AM,,
05-26-2022,12,low,10:36:53 AM,NA,NA,405,#VALUE!,#VALUE!,10:43:38 AM,,
05-26-2022,13,low,10:37:08 AM,NA,NA,206,#VALUE!,#VALUE!,10:40:34 AM,,
05-26-2022,14,low,10:37:09 AM,NA,NA,32,#VALUE!,#VALUE!,10:37:41 AM,,
05-26-2022,15,low,10:37:30 AM,NA,NA,657,#VALUE!,#VALUE!,10:48:27 AM,,
05-26-2022,16,low,10:41:00 AM,NA,NA,49,#VALUE!,#VALUE!,10:41:49 AM,,
05-26-2022,17,low,10:41:35 AM,NA,NA,112,#VALUE!,#VALUE!,10:43:27 AM,,
05-26-2022,18,low,10:41:54 AM,NA,NA,19,#VALUE!,#VALUE!,10:42:13 AM,,
05-26-2022,19,low,10:42:02 AM,NA,NA,34,#VALUE!,#VALUE!,10:42:36 AM,,
05-26-2022,20,low,10:42:38 AM,NA,NA,23,#VALUE!,#VALUE!,10:43:01 AM,,
05-27-2022,1,high,10:08:00 AM,10:13:29 AM,10:14:52 AM,327,83,2,10:13:27 AM,,
05-27-2022,2,high,10:08:50 AM,10:43:14 AM,10:44:42 AM,34,88,2030,10:09:24 AM,2nd male added,
05-27-2022,3,high,10:09:01 AM,10:09:23 AM,10:11:34 AM,15,131,7,10:09:16 AM,,
05-27-2022,4,high,10:09:05 AM,10:09:52 AM,10:11:33 AM,12,101,35,10:09:17 AM,,
05-27-2022,5,high,10:09:56 AM,10:10:30 AM,10:14:50 AM,142,260,-108,10:12:18 AM,,
05-27-2022,6,high,10:10:01 AM,10:11:10 AM,10:12:44 AM,35,94,34,10:10:36 AM,,
05-27-2022,7,high,10:15:47 AM,10:21:32 AM,10:23:06 AM,315,94,30,10:21:02 AM,,
05-27-2022,8,high,10:15:48 AM,10:16:00 AM,10:17:49 AM,5,109,7,10:15:53 AM,,
05-27-2022,9,high,10:16:17 AM,10:16:49 AM,10:19:18 AM,26,149,6,10:16:43 AM,,
05-27-2022,10,high,10:16:17 AM,10:31:01 AM,10:33:02 AM,85,121,799,10:17:42 AM,,
05-27-2022,11,high,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,,
05-27-2022,12,high,10:18:27 AM,10:21:26 AM,10:23:37 AM,90,131,89,10:19:57 AM,,
05-27-2022,13,high,10:18:48 AM,10:19:16 AM,10:20:33 AM,18,77,10,10:19:06 AM,,
05-27-2022,14,high,10:18:49 AM,10:31:02 AM,10:32:32 AM,18,90,715,10:19:07 AM,,
05-27-2022,15,high,10:19:00 AM,10:33:05 AM,10:34:22 AM,28,77,817,10:19:28 AM,,
05-27-2022,16,high,10:22:44 AM,10:25:08 AM,10:26:00 AM,37,52,107,10:23:21 AM,,
05-27-2022,17,high,10:23:00 AM,10:23:47 AM,10:25:06 AM,46,79,1,10:23:46 AM,,
05-27-2022,18,high,10:24:14 AM,10:25:30 AM,10:27:28 AM,4,118,72,10:24:18 AM,,
05-27-2022,19,high,10:24:38 AM,10:29:01 AM,10:31:06 AM,96,125,167,10:26:14 AM,,
05-27-2022,20,high,10:24:49 AM,10:26:19 AM,10:28:30 AM,88,131,2,10:26:17 AM,,
05-27-2022,1,low,10:47:58 AM,NA,NA,19,#VALUE!,#VALUE!,10:48:17 AM,,
05-27-2022,2,low,10:48:00 AM,NA,NA,635,#VALUE!,#VALUE!,10:58:35 AM,,
05-27-2022,3,low,10:48:19 AM,NA,NA,17,#VALUE!,#VALUE!,10:48:36 AM,,
05-27-2022,4,low,10:48:30 AM,NA,NA,137,#VALUE!,#VALUE!,10:50:47 AM,,
05-27-2022,5,low,10:48:58 AM,NA,NA,21,#VALUE!,#VALUE!,10:49:19 AM,,
05-27-2022,6,low,10:49:14 AM,NA,NA,78,#VALUE!,#VALUE!,10:50:32 AM,,
05-27-2022,7,low,10:49:23 AM,NA,NA,754,#VALUE!,#VALUE!,11:01:57 AM,,
05-27-2022,8,low,10:49:27 AM,NA,NA,852,#VALUE!,#VALUE!,11:03:39 AM,,
05-27-2022,9,low,10:52:23 AM,NA,NA,903,#VALUE!,#VALUE!,11:07:26 AM,,
05-27-2022,10,low,10:52:28 AM,NA,NA,45,#VALUE!,#VALUE!,10:53:13 AM,,
05-27-2022,11,low,10:56:31 AM,NA,NA,713,#VALUE!,#VALUE!,11:08:24 AM,,
05-27-2022,12,low,10:56:45 AM,NA,NA,11,#VALUE!,#VALUE!,10:56:56 AM,,
05-27-2022,13,low,10:56:49 AM,NA,NA,21,#VALUE!,#VALUE!,10:57:10 AM,,
05-27-2022,14,low,10:57:28 AM,NA,NA,3,#VALUE!,#VALUE!,10:57:31 AM,,
05-27-2022,15,low,11:01:32 AM,NA,NA,104,#VALUE!,#VALUE!,11:03:16 AM,,
05-27-2022,16,low,11:01:46 AM,NA,NA,1409,#VALUE!,#VALUE!,11:25:15 AM,replaced male,
05-27-2022,17,low,11:02:04 AM,NA,NA,515,#VALUE!,#VALUE!,11:10:39 AM,,
05-27-2022,18,low,11:02:17 AM,NA,NA,912,#VALUE!,#VALUE!,11:17:29 AM,,
05-27-2022,19,low,11:02:23 AM,NA,NA,592,#VALUE!,#VALUE!,11:12:15 AM,,
05-27-2022,20,low,11:24:16 AM,NA,NA,132,#VALUE!,#VALUE!,11:26:28 AM,,
05-28-2022,1,high,10:32:49 AM,10:33:28 AM,10:35:01 AM,37,93,2,10:33:26 AM,,
05-28-2022,2,high,10:33:02 AM,10:36:55 AM,10:39:01 AM,50,126,183,10:33:52 AM,,
05-28-2022,3,high,10:33:19 AM,10:40:44 AM,10:42:24 AM,5,100,440,10:33:24 AM,,
05-28-2022,4,high,10:33:43 AM,10:34:14 AM,10:35:51 AM,29,97,2,10:34:12 AM,,
05-28-2022,5,high,10:34:10 AM,10:38:15 AM,10:39:46 AM,244,91,1,10:38:14 AM,,
05-28-2022,6,high,10:34:19 AM,11:02:03 AM,11:03:33 AM,33,90,1631,10:34:52 AM,2nd male added,
05-28-2022,7,high,10:36:30 AM,10:37:43 AM,10:39:13 AM,46,90,27,10:37:16 AM,,
05-28-2022,8,high,10:36:27 AM,10:37:34 AM,10:38:48 AM,65,74,2,10:37:32 AM,,
05-28-2022,9,high,10:36:40 AM,10:37:24 AM,10:39:12 AM,40,108,4,10:37:20 AM,,
05-28-2022,10,high,10:36:48 AM,10:38:36 AM,10:40:41 AM,50,125,58,10:37:38 AM,,
05-28-2022,11,high,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,,
05-28-2022,12,high,10:41:20 AM,10:44:45 AM,10:47:01 AM,95,136,110,10:42:55 AM,,
05-28-2022,13,high,10:41:32 AM,10:50:20 AM,10:51:39 AM,38,79,490,10:42:10 AM,,
05-28-2022,14,high,10:41:33 AM,11:06:52 AM,11:08:35 AM,7,103,1512,10:41:40 AM,2nd male added,
05-28-2022,15,high,10:41:43 AM,10:42:01 AM,10:43:26 AM,9,85,9,10:41:52 AM,,
05-28-2022,16,high,10:41:54 AM,10:43:24 AM,10:45:48 AM,52,144,38,10:42:46 AM,,
05-28-2022,17,high,10:46:36 AM,10:46:56 AM,10:48:45 AM,19,109,1,10:46:55 AM,,
05-28-2022,18,high,10:46:37 AM,10:48:28 AM,10:49:00 AM,59,32,52,10:47:36 AM,,
05-28-2022,19,high,10:46:42 AM,10:47:14 AM,10:49:03 AM,31,109,1,10:47:13 AM,,
05-28-2022,20,high,10:47:04 AM,10:48:27 AM,10:52:19 AM,18,232,65,10:47:22 AM,,
05-28-2022,1,low,10:07:39 AM,NA,NA,46,#VALUE!,#VALUE!,10:08:25 AM,,
05-28-2022,2,low,10:07:42 AM,NA,NA,18,#VALUE!,#VALUE!,10:08:00 AM,,
05-28-2022,3,low,10:08:21 AM,NA,NA,30,#VALUE!,#VALUE!,10:08:51 AM,,
05-28-2022,4,low,10:08:22 AM,NA,NA,1059,#VALUE!,#VALUE!,10:26:01 AM,,
05-28-2022,5,low,10:08:40 AM,NA,NA,156,#VALUE!,#VALUE!,10:11:16 AM,,
05-28-2022,6,low,10:09:06 AM,NA,NA,264,#VALUE!,#VALUE!,10:13:30 AM,,
05-28-2022,7,low,10:09:40 AM,NA,NA,322,#VALUE!,#VALUE!,10:15:02 AM,,
05-28-2022,8,low,10:10:57 AM,NA,NA,7,#VALUE!,#VALUE!,10:11:04 AM,,
05-28-2022,9,low,10:18:32 AM,NA,NA,285,#VALUE!,#VALUE!,10:23:17 AM,,
05-28-2022,10,low,10:14:52 AM,NA,NA,146,#VALUE!,#VALUE!,10:17:18 AM,,
05-28-2022,11,low,10:16:29 AM,NA,NA,27,#VALUE!,#VALUE!,10:16:56 AM,,
05-28-2022,12,low,10:16:50 AM,NA,NA,671,#VALUE!,#VALUE!,10:28:01 AM,,
05-28-2022,13,low,10:16:58 AM,NA,NA,5,#VALUE!,#VALUE!,10:17:03 AM,,
05-28-2022,14,low,10:16:59 AM,NA,NA,38,#VALUE!,#VALUE!,10:17:37 AM,,
05-28-2022,15,low,10:20:25 AM,NA,NA,209,#VALUE!,#VALUE!,10:23:54 AM,,
05-28-2022,16,low,10:20:30 AM,NA,NA,165,#VALUE!,#VALUE!,10:23:15 AM,,
05-28-2022,17,low,10:20:57 AM,NA,NA,415,#VALUE!,#VALUE!,10:27:52 AM,,
05-28-2022,18,low,10:21:10 AM,NA,NA,221,#VALUE!,#VALUE!,10:24:51 AM,,
05-28-2022,19,low,10:21:22 AM,NA,NA,91,#VALUE!,#VALUE!,10:22:53 AM,,
05-28-2022,20,low,10:21:26 AM,NA,NA,26,#VALUE!,#VALUE!,10:21:52 AM,,
05-29-2022,1,high,10:08:40 AM,10:17:28 AM,10:18:30 AM,526,62,2,10:17:26 AM,,
05-29-2022,2,high,10:08:43 AM,10:12:25 AM,10:15:02 AM,54,157,168,10:09:37 AM,,
05-29-2022,3,high,10:08:52 AM,10:09:29 AM,10:11:22 AM,36,113,1,10:09:28 AM,,
05-29-2022,4,high,10:09:06 AM,10:14:56 AM,10:16:21 AM,34,85,316,10:09:40 AM,,
05-29-2022,5,high,10:09:07 AM,10:10:05 AM,10:11:16 AM,24,71,34,10:09:31 AM,,
05-29-2022,6,high,10:09:10 AM,10:12:28 AM,10:14:24 AM,73,116,125,10:10:23 AM,,
05-29-2022,7,high,10:13:14 AM,10:23:32 AM,10:25:05 AM,297,93,321,10:18:11 AM,,
05-29-2022,8,high,10:13:15 AM,10:17:52 AM,10:19:04 AM,276,72,1,10:17:51 AM,,
05-29-2022,9,high,10:14:18 AM,10:14:22 AM,10:15:13 AM,2,51,2,10:14:20 AM,,
05-29-2022,10,high,10:14:18 AM,10:14:40 AM,10:17:10 AM,21,150,1,10:14:39 AM,,
05-29-2022,11,high,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,,
05-29-2022,12,high,10:18:18 AM,10:18:51 AM,10:20:03 AM,32,72,1,10:18:50 AM,,
05-29-2022,13,high,10:18:22 AM,10:21:01 AM,10:22:39 AM,84,98,75,10:19:46 AM,,
05-29-2022,14,high,10:18:34 AM,10:20:31 AM,10:21:38 AM,113,67,4,10:20:27 AM,,
05-29-2022,15,high,10:19:54 AM,10:21:57 AM,10:23:42 AM,120,105,3,10:21:54 AM,,
05-29-2022,16,high,10:20:08 AM,10:27:11 AM,10:28:43 AM,31,92,392,10:20:39 AM,,
05-29-2022,17,high,10:21:34 AM,10:26:57 AM,10:28:36 AM,10,99,313,10:21:44 AM,,
05-29-2022,18,high,10:22:17 AM,10:24:14 AM,10:25:40 AM,13,86,104,10:22:30 AM,,
05-29-2022,19,high,10:22:43 AM,10:25:36 AM,10:27:05 AM,172,89,1,10:25:35 AM,,
05-29-2022,20,high,10:23:11 AM,10:24:52 AM,10:26:22 AM,98,90,3,10:24:49 AM,,
05-29-2022,1,low,10:31:51 AM,NA,NA,97,#VALUE!,#VALUE!,10:33:28 AM,,
05-29-2022,2,low,10:32:00 AM,NA,NA,8,#VALUE!,#VALUE!,10:32:08 AM,,
05-29-2022,3,low,10:32:28 AM,NA,NA,2,#VALUE!,#VALUE!,10:32:30 AM,,
05-29-2022,4,low,10:32:32 AM,NA,NA,33,#VALUE!,#VALUE!,10:33:05 AM,,
05-29-2022,5,low,10:32:33 AM,NA,NA,14,#VALUE!,#VALUE!,10:32:47 AM,,
05-29-2022,6,low,10:32:49 AM,NA,NA,42,#VALUE!,#VALUE!,10:33:31 AM,,
05-29-2022,7,low,10:36:53 AM,NA,NA,293,#VALUE!,#VALUE!,10:41:46 AM,,
05-29-2022,8,low,10:36:54 AM,NA,NA,41,#VALUE!,#VALUE!,10:37:35 AM,,
