date,arena,treatment,trial_start,mating_start,mating_end,pursuit_start,mating_duration,pursuit_duration,harassment_start,notes,
05-17-2022,6,high,10:14:40 AM,10:23:20 AM,10:24:00 AM,#VALUE!,40,#VALUE!,NA,,
05-17-2022,7,high,10:14:49 AM,10:41:14 AM,10:42:00 AM,#VALUE!,46,#VALUE!,NA,,
05-17-2022,8,high,10:18:00 AM,10:20:00 AM,10:21:00 AM,#VALUE!,60,#VALUE!,NA,,
05-17-2022,9,high,10:18:28 AM,10:23:00 AM,10:24:00 AM,#VALUE!,60,#VALUE!,NA,,
05-17-2022,10,high,10:24:14 AM,10:30:13 AM,10:31:12 AM,#VALUE!,59,#VALUE!,NA,,
05-17-2022,11,high,10:25:00 AM,11:02:02 AM,11:02:37 AM,#VALUE!,35,#VALUE!,NA,2nd male,
05-17-2022,12,high,10:26:05 AM,11:09:00 AM,11:09:58 AM,#VALUE!,58,#VALUE!,NA,2nd male,
05-17-2022,13,high,10:26:24 AM,10:53:54 AM,10:54:40 AM,#VALUE!,46,#VALUE!,NA,,
05-17-2022,14,high,10:29:05 AM,10:33:00 AM,10:33:45 AM,#VALUE!,45,#VALUE!,NA,,
05-17-2022,15,high,10:29:22 AM,10:40:18 AM,10:42:51 AM,#VALUE!,153,#VALUE!,NA,,
05-17-2022,16,high,10:33:41 AM,10:53:14 AM,10:53:57 AM,#VALUE!,43,#VALUE!,NA,,
05-17-2022,17,high,10:33:48 AM,10:48:19 AM,10:50:09 AM,#VALUE!,110,#VALUE!,NA,,
05-17-2022,18,high,10:36:58 AM,10:45:00 AM,10:46:50 AM,#VALUE!,110,#VALUE!,NA,,
05-17-2022,19,high,10:37:48 AM,10:46:26 AM,10:47:16 AM,#VALUE!,50,#VALUE!,NA,,
05-17-2022,20,high,10:38:03 AM,10:44:38 AM,10:45:29 AM,#VALUE!,51,#VALUE!,NA,,
05-17-2022,1,low,11:11:33 AM,NA,NA,750,#VALUE!,#VALUE!,11:24:03 AM,"arenas 7, 8, 18 got 2nd males",
05-17-2022,2,low,11:11:34 AM,NA,NA,73,#VALUE!,#VALUE!,11:12:47 AM,,
05-17-2022,3,low,11:11:37 AM,NA,NA,44,#VALUE!,#VALUE!,11:12:21 AM,,
05-17-2022,4,low,11:11:39 AM,NA,NA,141,#VALUE!,#VALUE!,11:14:00 AM,,
05-17-2022,5,low,11:11:42 AM,NA,NA,17,#VALUE!,#VALUE!,11:11:59 AM,,
05-17-2022,6,low,11:16:23 AM,NA,NA,71,#VALUE!,#VALUE!,11:17:34 AM,,
05-17-2022,7,low,11:16:26 AM,NA,NA,77,#VALUE!,#VALUE!,11:17:43 AM,,
05-17-2022,8,low,11:17:14 AM,NA,NA,64,#VALUE!,#VALUE!,11:18:18 AM,,
05-17-2022,9,low,11:18:44 AM,NA,NA,38,#VALUE!,#VALUE!,11:19:22 AM,,
05-17-2022,10,low,11:19:10 AM,NA,NA,48,#VALUE!,#VALUE!,11:19:58 AM,,
05-17-2022,11,low,11:21:22 AM,NA,NA,173,#VALUE!,#VALUE!,11:24:15 AM,,
05-17-2022,12,low,11:21:33 AM,NA,NA,39,#VALUE!,#VALUE!,11:22:12 AM,,
05-17-2022,13,low,11:21:47 AM,NA,NA,103,#VALUE!,#VALUE!,11:23:30 AM,,
05-17-2022,14,low,11:22:15 AM,NA,NA,21,#VALUE!,#VALUE!,11:22:36 AM,,
05-17-2022,15,low,11:22:30 AM,NA,NA,14,#VALUE!,#VALUE!,11:22:44 AM,,
05-17-2022,16,low,11:25:51 AM,NA,NA,17,#VALUE!,#VALUE!,11:26:08 AM,,
05-17-2022,17,low,11:26:10 AM,NA,NA,33,#VALUE!,#VALUE!,11:26:43 AM,,
05-17-2022,18,low,11:26:21 AM,NA,NA,32,#VALUE!,#VALUE!,11:26:53 AM,,
05-17-2022,19,low,11:28:49 AM,NA,NA,7,#VALUE!,#VALUE!,11:28:56 AM,,
05-17-2022,20,low,11:28:53 AM,NA,NA,28,#VALUE!,#VALUE!,11:29:21 AM,reusing a male,
05-18-2022,1,high,11:04:25 AM,11:04:50 AM,11:05:43 AM,#VALUE!,53,#VALUE!,NA,,
05-18-2022,2,high,11:04:44 AM,11:09:27 AM,11:10:35 AM,#VALUE!,68,#VALUE!,NA,,
05-18-2022,3,high,11:04:46 AM,11:12:59 AM,11:13:41 AM,#VALUE!,42,#VALUE!,NA,,
05-18-2022,4,high,11:05:09 AM,11:06:19 AM,11:07:04 AM,#VALUE!,45,#VALUE!,NA,,
05-18-2022,5,high,11:05:16 AM,11:20:55 AM,11:21:13 AM,#VALUE!,18,#VALUE!,NA,,
05-18-2022,6,high,11:12:02 AM,11:13:47 AM,11:14:59 AM,#VALUE!,72,#VALUE!,NA,,
05-18-2022,7,high,11:12:24 AM,11:14:21 AM,11:15:08 AM,#VALUE!,47,#VALUE!,NA,,
05-18-2022,8,high,11:12:37 AM,11:33:02 AM,11:34:01 AM,#VALUE!,59,#VALUE!,NA,,
05-18-2022,9,high,11:13:33 AM,11:14:06 AM,11:15:16 AM,#VALUE!,70,#VALUE!,NA,,
05-18-2022,10,high,11:14:37 AM,11:54:24 AM,11:55:46 AM,#VALUE!,82,#VALUE!,NA,"added 2nd male, virgin",
05-18-2022,11,high,11:17:25 AM,11:18:20 AM,11:19:14 AM,#VALUE!,54,#VALUE!,NA,,
05-18-2022,12,high,11:17:28 AM,11:17:59 AM,11:18:57 AM,#VALUE!,58,#VALUE!,NA,,
05-18-2022,13,high,11:18:01 AM,11:19:05 AM,11:20:23 AM,#VALUE!,78,#VALUE!,NA,,
05-18-2022,14,high,11:23:06 AM,11:24:34 AM,11:26:02 AM,#VALUE!,88,#VALUE!,NA,,
05-18-2022,15,high,11:23:29 AM,11:27:49 AM,11:28:47 AM,#VALUE!,58,#VALUE!,NA,,
05-18-2022,16,high,11:23:38 AM,11:27:44 AM,11:28:54 AM,#VALUE!,70,#VALUE!,NA,,
05-18-2022,17,high,11:21:05 AM,11:25:47 AM,11:26:56 AM,#VALUE!,69,#VALUE!,NA,,
05-18-2022,18,high,11:21:09 AM,11:41:09 AM,11:42:04 AM,#VALUE!,55,#VALUE!,NA,"added 2nd male, virgin",
05-18-2022,19,high,11:21:42 AM,11:26:21 AM,11:27:30 AM,#VALUE!,69,#VALUE!,NA,,
05-18-2022,20,high,11:21:56 AM,11:25:51 AM,11:27:57 AM,#VALUE!,126,#VALUE!,NA,,
05-18-2022,1,low,10:05:03 AM,10:33:11 AM,10:34:12 AM,#VALUE!,61,#VALUE!,NA,"arenas 5, 11, 12 got 2 males",
05-18-2022,2,low,10:05:32 AM,10:07:02 AM,10:08:11 AM,#VALUE!,69,#VALUE!,NA,,
05-18-2022,3,low,10:05:49 AM,10:10:53 AM,10:12:00 AM,#VALUE!,67,#VALUE!,NA,,
05-18-2022,4,low,10:06:08 AM,10:18:36 AM,10:19:22 AM,#VALUE!,46,#VALUE!,NA,,
05-18-2022,5,low,10:06:20 AM,10:12:34 AM,10:13:29 AM,#VALUE!,55,#VALUE!,NA,,
05-18-2022,6,low,10:10:06 AM,10:17:47 AM,10:18:59 AM,#VALUE!,72,#VALUE!,NA,,
05-18-2022,7,low,10:10:22 AM,10:20:58 AM,10:22:43 AM,#VALUE!,105,#VALUE!,NA,,
05-18-2022,8,low,10:11:52 AM,10:31:08 AM,10:33:03 AM,#VALUE!,115,#VALUE!,NA,replaced male,
05-18-2022,9,low,10:12:49 AM,10:25:58 AM,10:26:59 AM,#VALUE!,61,#VALUE!,NA,,
05-18-2022,10,low,10:13:17 AM,10:47:43 AM,10:48:27 AM,#VALUE!,44,#VALUE!,NA,,
05-18-2022,11,low,10:21:32 AM,10:50:21 AM,10:51:35 AM,#VALUE!,74,#VALUE!,NA,,
05-18-2022,12,low,10:22:48 AM,10:32:42 AM,10:35:28 AM,#VALUE!,166,#VALUE!,NA,,
05-18-2022,13,low,10:28:28 AM,11:10:12 AM,11:12:50 AM,#VALUE!,158,#VALUE!,NA,"2nd male added, virgin",
05-18-2022,14,low,10:29:24 AM,11:09:33 AM,11:11:04 AM,#VALUE!,91,#VALUE!,NA,"2nd male added, virgin",
05-18-2022,15,low,10:29:39 AM,11:59:26 AM,12:00:22 PM,#VALUE!,56,#VALUE!,NA,"2nd male added, virgin",
05-18-2022,16,low,10:29:57 AM,10:32:47 AM,10:34:41 AM,#VALUE!,114,#VALUE!,NA,,
05-18-2022,17,low,10:36:40 AM,10:44:13 AM,10:44:35 AM,#VALUE!,22,#VALUE!,NA,,
05-18-2022,18,low,10:36:51 AM,11:01:55 AM,11:03:44 AM,#VALUE!,109,#VALUE!,NA,,
05-18-2022,19,low,10:36:54 AM,10:55:50 AM,10:57:59 AM,#VALUE!,129,#VALUE!,NA,,
05-18-2022,20,low,10:37:01 AM,10:37:57 AM,10:39:26 AM,#VALUE!,89,#VALUE!,NA,,
05-19-2022,1,high,10:05:28 AM,10:12:33 AM,10:13:00 AM,#VALUE!,27,#VALUE!,NA,,
05-19-2022,2,high,10:05:43 AM,10:18:57 AM,10:20:24 AM,#VALUE!,87,#VALUE!,NA,,
05-19-2022,3,high,10:05:53 AM,10:10:34 AM,10:11:36 AM,#VALUE!,62,#VALUE!,NA,,
05-19-2022,4,high,10:06:13 AM,10:09:00 AM,10:10:54 AM,#VALUE!,114,#VALUE!,NA,,
05-19-2022,5,high,10:06:29 AM,10:21:57 AM,10:23:26 AM,#VALUE!,89,#VALUE!,NA,,
05-19-2022,6,high,10:07:02 AM,10:11:57 AM,10:13:20 AM,#VALUE!,83,#VALUE!,NA,,
05-19-2022,7,high,10:07:17 AM,10:07:31 AM,10:09:00 AM,#VALUE!,89,#VALUE!,NA,,
05-19-2022,8,high,10:07:50 AM,10:40:16 AM,10:41:47 AM,#VALUE!,91,#VALUE!,NA,,
05-19-2022,9,high,10:11:00 AM,10:48:52 AM,10:50:20 AM,#VALUE!,88,#VALUE!,NA,2nd male added,
05-19-2022,10,high,10:12:00 AM,10:13:59 AM,10:15:00 AM,#VALUE!,61,#VALUE!,NA,,
05-19-2022,11,high,10:14:00 AM,10:16:50 AM,10:18:00 AM,#VALUE!,70,#VALUE!,NA,,
05-19-2022,12,high,10:14:38 AM,10:31:56 AM,10:32:44 AM,#VALUE!,48,#VALUE!,NA,,
05-19-2022,13,high,10:14:52 AM,10:16:00 AM,10:17:00 AM,#VALUE!,60,#VALUE!,NA,,
05-19-2022,14,high,10:15:03 AM,10:17:00 AM,10:18:00 AM,#VALUE!,60,#VALUE!,NA,,
05-19-2022,15,high,10:17:00 AM,10:21:15 AM,10:22:17 AM,#VALUE!,62,#VALUE!,NA,,
05-19-2022,16,high,10:18:00 AM,10:21:23 AM,10:22:51 AM,#VALUE!,88,#VALUE!,NA,,
05-19-2022,17,high,10:19:32 AM,10:22:36 AM,10:24:25 AM,#VALUE!,109,#VALUE!,NA,,
05-19-2022,18,high,10:19:46 AM,10:38:53 AM,10:40:26 AM,#VALUE!,93,#VALUE!,NA,,
05-19-2022,19,high,10:20:16 AM,10:21:51 AM,10:23:34 AM,#VALUE!,103,#VALUE!,NA,,
05-19-2022,20,high,10:20:56 AM,10:22:24 AM,10:23:57 AM,-37256,93,37344,,,
05-19-2022,1,low,10:46:50 AM,NA,NA,47,#VALUE!,#VALUE!,10:47:37 AM,added 2 males into 17 and 19 as a control,
05-19-2022,2,low,10:46:58 AM,NA,NA,46,#VALUE!,#VALUE!,10:47:44 AM,,
05-19-2022,3,low,10:47:19 AM,NA,NA,8,#VALUE!,#VALUE!,10:47:27 AM,,
05-19-2022,4,low,10:47:52 AM,NA,NA,17,#VALUE!,#VALUE!,10:48:09 AM,,
05-19-2022,5,low,10:48:00 AM,NA,NA,87,#VALUE!,#VALUE!,10:49:27 AM,,
05-19-2022,6,low,10:48:41 AM,NA,NA,313,#VALUE!,#VALUE!,10:53:54 AM,,
05-19-2022,7,low,10:48:56 AM,NA,NA,638,#VALUE!,#VALUE!,10:59:34 AM,,
05-19-2022,8,low,10:52:31 AM,NA,NA,50,#VALUE!,#VALUE!,10:53:21 AM,,
05-19-2022,9,low,10:52:33 AM,NA,NA,601,#VALUE!,#VALUE!,11:02:34 AM,,
05-19-2022,10,low,10:52:38 AM,NA,NA,212,#VALUE!,#VALUE!,10:56:10 AM,,
05-19-2022,11,low,10:53:07 AM,NA,NA,683,#VALUE!,#VALUE!,11:04:30 AM,,
05-19-2022,12,low,10:53:08 AM,NA,NA,484,#VALUE!,#VALUE!,11:01:12 AM,,
05-19-2022,13,low,10:54:08 AM,NA,NA,113,#VALUE!,#VALUE!,10:56:01 AM,,
05-19-2022,14,low,10:55:08 AM,NA,NA,10,#VALUE!,#VALUE!,10:55:18 AM,,
05-19-2022,15,low,10:57:10 AM,NA,NA,5,#VALUE!,#VALUE!,10:57:15 AM,,
05-19-2022,16,low,10:57:18 AM,NA,NA,18,#VALUE!,#VALUE!,10:57:36 AM,,
05-19-2022,17,low,10:57:28 AM,NA,NA,394,#VALUE!,#VALUE!,11:04:02 AM,,
05-19-2022,18,low,10:58:18 AM,NA,NA,14,#VALUE!,#VALUE!,10:58:32 AM,,
05-19-2022,19,low,10:58:22 AM,NA,NA,383,#VALUE!,#VALUE!,11:04:45 AM,,
05-19-2022,20,low,10:58:35 AM,NA,NA,75,#VALUE!,#VALUE!,10:59:50 AM,,
05-20-2022,1,high,10:30:00 AM,10:31:11 AM,10:32:35 AM,3,84,68,10:30:03 AM,,
05-20-2022,2,high,10:30:10 AM,10:30:57 AM,10:31:31 AM,6,34,41,10:30:16 AM,,
05-20-2022,3,high,10:30:19 AM,10:37:55 AM,10:38:43 AM,40,48,416,10:30:59 AM,,
05-20-2022,4,high,10:30:20 AM,10:30:56 AM,10:31:32 AM,22,36,14,10:30:42 AM,,
05-20-2022,5,high,10:30:26 AM,10:33:13 AM,10:34:31 AM,11,78,156,10:30:37 AM,,
05-20-2022,6,high,10:32:37 AM,10:44:23 AM,10:45:11 AM,6,48,700,10:32:43 AM,,
05-20-2022,7,high,10:33:17 AM,10:51:16 AM,10:51:51 AM,23,35,1056,10:33:40 AM,,
05-20-2022,8,high,10:33:19 AM,10:34:21 AM,10:35:44 AM,52,83,10,10:34:11 AM,,
05-20-2022,9,high,10:33:33 AM,10:35:09 AM,10:36:04 AM,26,55,70,10:33:59 AM,,
05-20-2022,10,high,10:33:44 AM,10:37:11 AM,10:38:00 AM,40,49,167,10:34:24 AM,,
05-20-2022,11,high,10:36:52 AM,10:39:54 AM,10:40:25 AM,35,31,147,10:37:27 AM,,
05-20-2022,12,high,10:36:59 AM,10:51:05 AM,10:53:14 AM,29,129,817,10:37:28 AM,,
05-20-2022,13,high,10:37:23 AM,10:37:45 AM,10:38:20 AM,6,35,16,10:37:29 AM,,
05-20-2022,14,high,10:37:24 AM,11:05:20 AM,11:07:11 AM,24,111,1652,10:37:48 AM,replaced male,
05-20-2022,15,high,10:37:32 AM,10:56:09 AM,10:56:42 AM,18,33,1099,10:37:50 AM,,
05-20-2022,16,high,10:40:01 AM,10:56:09 AM,11:13:35 AM,78,1046,890,10:41:19 AM,2nd male added,
05-20-2022,17,high,10:40:06 AM,10:41:09 AM,10:42:56 AM,12,107,51,10:40:18 AM,,
05-20-2022,18,high,10:42:03 AM,10:46:08 AM,10:46:55 AM,22,47,223,10:42:25 AM,,
05-20-2022,19,high,10:42:52 AM,10:43:41 AM,10:44:38 AM,43,57,6,10:43:35 AM,,
05-20-2022,20,high,10:42:53 AM,10:43:50 AM,10:44:36 AM,11,46,46,10:43:04 AM,,
05-20-2022,1,low,10:04:39 AM,NA,NA,93,#VALUE!,#VALUE!,10:06:12 AM,,
05-20-2022,2,low,10:04:42 AM,NA,NA,13,#VALUE!,#VALUE!,10:04:55 AM,,
05-20-2022,3,low,10:04:52 AM,NA,NA,85,#VALUE!,#VALUE!,10:06:17 AM,,
05-20-2022,4,low,10:05:05 AM,NA,NA,98,#VALUE!,#VALUE!,10:06:43 AM,,
05-20-2022,5,low,10:05:39 AM,NA,NA,164,#VALUE!,#VALUE!,10:08:23 AM,,
05-20-2022,6,low,10:08:04 AM,NA,NA,13,#VALUE!,#VALUE!,10:08:17 AM,,
05-20-2022,7,low,10:08:11 AM,NA,NA,58,#VALUE!,#VALUE!,10:09:09 AM,,
05-20-2022,8,low,10:09:50 AM,NA,NA,72,#VALUE!,#VALUE!,10:11:02 AM,,
05-20-2022,9,low,10:10:04 AM,NA,NA,122,#VALUE!,#VALUE!,10:12:06 AM,,
05-20-2022,10,low,10:10:46 AM,NA,NA,48,#VALUE!,#VALUE!,10:11:34 AM,,
05-20-2022,11,low,10:12:38 AM,NA,NA,21,#VALUE!,#VALUE!,10:12:59 AM,,
05-20-2022,12,low,10:12:40 AM,NA,NA,80,#VALUE!,#VALUE!,10:14:00 AM,replaced male at 10:14 AM,
05-20-2022,13,low,10:13:04 AM,NA,NA,46,#VALUE!,#VALUE!,10:13:50 AM,,
05-20-2022,14,low,10:13:05 AM,NA,NA,112,#VALUE!,#VALUE!,10:14:57 AM,,
05-20-2022,15,low,10:13:12 AM,NA,NA,535,#VALUE!,#VALUE!,10:22:07 AM,,
05-20-2022,16,low,10:16:19 AM,NA,NA,43,#VALUE!,#VALUE!,10:17:02 AM,,
05-20-2022,17,low,10:16:36 AM,NA,NA,70,#VALUE!,#VALUE!,10:17:46 AM,,
05-20-2022,18,low,10:16:37 AM,NA,NA,41,#VALUE!,#VALUE!,10:17:18 AM,replaced male at 10:18 AM,
05-20-2022,19,low,10:16:49 AM,NA,NA,20,#VALUE!,#VALUE!,10:17:09 AM,,
05-20-2022,20,low,10:17:15 AM,NA,NA,18,#VALUE!,#VALUE!,10:17:33 AM,,
05-21-2022,1,high,10:07:00 AM,10:21:33 AM,10:23:14 AM,51,101,822,10:07:51 AM,,
05-21-2022,2,high,10:07:26 AM,10:13:20 AM,10:15:57 AM,30,157,324,10:07:56 AM,mating interupted,
05-21-2022,3,high,10:08:00 AM,10:18:20 AM,10:21:30 AM,14,190,606,10:08:14 AM,,
05-21-2022,4,high,10:08:06 AM,10:09:13 AM,10:11:06 AM,64,113,3,10:09:10 AM,,
05-21-2022,5,high,10:08:17 AM,10:09:14 AM,10:11:03 AM,54,109,3,10:09:11 AM,,
05-21-2022,6,high,10:10:10 AM,10:12:10 AM,10:13:55 AM,13,105,107,10:10:23 AM,,
05-21-2022,7,high,10:10:18 AM,10:21:03 AM,10:23:45 AM,91,162,554,10:11:49 AM,,
05-21-2022,8,high,10:10:59 AM,10:15:37 AM,10:17:39 AM,121,122,157,10:13:00 AM,,
05-21-2022,9,high,10:11:28 AM,10:12:04 AM,10:14:09 AM,32,125,4,10:12:00 AM,,
05-21-2022,10,high,10:11:55 AM,10:13:44 AM,10:15:59 AM,46,135,63,10:12:41 AM,,
05-21-2022,11,high,10:15:00 AM,10:16:25 AM,10:18:31 AM,83,126,2,10:16:23 AM,,
05-21-2022,12,high,10:15:08 AM,10:24:25 AM,10:25:29 AM,105,64,452,10:16:53 AM,,
05-21-2022,13,high,10:15:19 AM,10:17:22 AM,10:19:20 AM,48,118,75,10:16:07 AM,,
05-21-2022,14,high,10:15:31 AM,10:16:19 AM,10:18:33 AM,16,134,32,10:15:47 AM,,
05-21-2022,15,high,10:16:57 AM,10:23:32 AM,10:25:20 AM,363,108,32,10:23:00 AM,,
05-21-2022,16,high,10:16:59 AM,10:18:12 AM,10:22:55 AM,32,283,41,10:17:31 AM,,
05-21-2022,17,high,10:19:47 AM,10:22:52 AM,10:24:50 AM,88,118,97,10:21:15 AM,,
05-21-2022,18,high,10:20:00 AM,10:21:46 AM,10:22:45 AM,105,59,1,10:21:45 AM,,
05-21-2022,19,high,10:20:08 AM,10:21:00 AM,10:23:37 AM,15,157,37,10:20:23 AM,,
05-21-2022,20,high,10:20:38 AM,10:21:23 AM,10:22:37 AM,17,74,28,10:20:55 AM,,
05-21-2022,1,low,10:28:43 AM,NA,NA,176,#VALUE!,#VALUE!,10:31:39 AM,,
05-21-2022,2,low,10:28:52 AM,NA,NA,11,#VALUE!,#VALUE!,10:29:03 AM,,
05-21-2022,3,low,10:29:05 AM,NA,NA,131,#VALUE!,#VALUE!,10:31:16 AM,,
05-21-2022,4,low,10:29:11 AM,NA,NA,310,#VALUE!,#VALUE!,10:34:21 AM,,
05-21-2022,5,low,10:29:23 AM,NA,NA,127,#VALUE!,#VALUE!,10:31:30 AM,,
05-21-2022,6,low,10:29:00 AM,NA,NA,51,#VALUE!,#VALUE!,10:29:51 AM,,
05-21-2022,7,low,10:29:39 AM,NA,NA,102,#VALUE!,#VALUE!,10:31:21 AM,,
05-21-2022,8,low,10:33:16 AM,NA,NA,172,#VALUE!,#VALUE!,10:36:08 AM,,
05-21-2022,9,low,10:34:08 AM,NA,NA,5,#VALUE!,#VALUE!,10:34:13 AM,,
05-21-2022,10,low,10:34:24 AM,NA,NA,4,#VALUE!,#VALUE!,10:34:28 AM,,
05-21-2022,11,low,10:34:34 AM,NA,NA,46,#VALUE!,#VALUE!,10:35:20 AM,,
05-21-2022,12,low,10:34:50 AM,NA,NA,20,#VALUE!,#VALUE!,10:35:10 AM,,
05-21-2022,13,low,10:35:12 AM,NA,NA,136,#VALUE!,#VALUE!,10:37:28 AM,,
05-21-2022,14,low,10:37:30 AM,NA,NA,141,#VALUE!,#VALUE!,10:39:51 AM,,
05-21-2022,15,low,10:37:40 AM,NA,NA,84,#VALUE!,#VALUE!,10:39:04 AM,,
05-21-2022,16,low,10:37:56 AM,NA,NA,119,#VALUE!,#VALUE!,10:39:55 AM,,
05-21-2022,17,low,10:38:07 AM,NA,NA,46,#VALUE!,#VALUE!,10:38:53 AM,,
05-21-2022,18,low,10:39:21 AM,NA,NA,125,#VALUE!,#VALUE!,10:41:26 AM,,
05-21-2022,19,low,10:39:22 AM,NA,NA,43,#VALUE!,#VALUE!,10:40:05 AM,,
05-21-2022,20,low,10:39:25 AM,NA,NA,37,#VALUE!,#VALUE!,10:40:02 AM,,
05-22-2022,1,high,10:20:56 AM,10:29:03 AM,10:31:22 AM,116,139,371,10:22:52 AM,,
05-22-2022,2,high,10:21:13 AM,10:24:42 AM,10:25:38 AM,29,56,180,10:21:42 AM,,
05-22-2022,3,high,10:21:15 AM,10:25:15 AM,10:26:27 AM,23,72,217,10:21:38 AM,,
05-22-2022,4,high,10:21:51 AM,10:39:34 AM,10:41:09 AM,76,95,987,10:23:07 AM,,
05-22-2022,5,high,10:22:29 AM,10:28:32 AM,10:29:47 AM,35,75,328,10:23:04 AM,,
05-22-2022,6,high,10:22:46 AM,10:24:47 AM,10:25:59 AM,15,72,106,10:23:01 AM,,
05-22-2022,7,high,10:22:50 AM,10:28:47 AM,10:29:49 AM,354,62,3,10:28:44 AM,,
05-22-2022,8,high,10:23:13 AM,10:24:51 AM,10:25:45 AM,29,54,69,10:23:42 AM,,
05-22-2022,9,high,10:23:20 AM,10:24:01 AM,10:24:57 AM,28,56,13,10:23:48 AM,,
05-22-2022,10,high,10:23:45 AM,10:24:22 AM,10:26:09 AM,23,107,14,10:24:08 AM,,
05-22-2022,11,high,10:26:56 AM,10:31:01 AM,10:33:05 AM,241,124,4,10:30:57 AM,,
05-22-2022,12,high,10:27:08 AM,10:34:21 AM,10:36:05 AM,176,104,257,10:30:04 AM,,
05-22-2022,13,high,10:27:32 AM,10:39:40 AM,10:40:58 AM,45,78,683,10:28:17 AM,,
05-22-2022,14,high,10:27:47 AM,10:30:00 AM,10:32:17 AM,53,137,80,10:28:40 AM,,
05-22-2022,15,high,10:27:54 AM,10:28:28 AM,10:30:37 AM,33,129,1,10:28:27 AM,,
05-22-2022,16,high,10:29:58 AM,10:30:48 AM,10:32:58 AM,3,130,47,10:30:01 AM,,
05-22-2022,17,high,10:30:39 AM,10:42:08 AM,10:44:21 AM,112,133,577,10:32:31 AM,2nd male added,
05-22-2022,18,high,10:30:40 AM,10:35:04 AM,10:37:02 AM,32,118,232,10:31:12 AM,,
05-22-2022,19,high,10:31:08 AM,10:34:50 AM,10:36:19 AM,103,89,119,10:32:51 AM,,
05-22-2022,20,high,10:31:25 AM,10:35:55 AM,10:39:09 AM,33,194,237,10:31:58 AM,,
05-22-2022,1,low,10:04:42 AM,NA,NA,59,#VALUE!,#VALUE!,10:05:41 AM,,
05-22-2022,2,low,10:04:54 AM,NA,NA,6,#VALUE!,#VALUE!,10:05:00 AM,,
05-22-2022,3,low,10:05:04 AM,NA,NA,21,#VALUE!,#VALUE!,10:05:25 AM,,
05-22-2022,4,low,10:05:16 AM,NA,NA,31,#VALUE!,#VALUE!,10:05:47 AM,,
05-22-2022,5,low,10:05:49 AM,NA,NA,132,#VALUE!,#VALUE!,10:08:01 AM,,
05-22-2022,6,low,10:05:57 AM,NA,NA,41,#VALUE!,#VALUE!,10:06:38 AM,,
05-22-2022,7,low,10:06:43 AM,NA,NA,91,#VALUE!,#VALUE!,10:08:14 AM,,
05-22-2022,8,low,10:07:23 AM,NA,NA,48,#VALUE!,#VALUE!,10:08:11 AM,,
05-22-2022,9,low,10:09:19 AM,NA,NA,383,#VALUE!,#VALUE!,10:15:42 AM,,
05-22-2022,10,low,10:09:32 AM,NA,NA,507,#VALUE!,#VALUE!,10:17:59 AM,,
05-22-2022,11,low,10:09:55 AM,NA,NA,146,#VALUE!,#VALUE!,10:12:21 AM,,
05-22-2022,12,low,10:10:04 AM,NA,NA,110,#VALUE!,#VALUE!,10:11:54 AM,,
05-22-2022,13,low,10:11:05 AM,NA,NA,15,#VALUE!,#VALUE!,10:11:20 AM,,
05-22-2022,14,low,10:11:42 AM,NA,NA,15,#VALUE!,#VALUE!,10:11:57 AM,,
05-22-2022,15,low,10:12:06 AM,NA,NA,5,#VALUE!,#VALUE!,10:12:11 AM,,
05-22-2022,16,low,10:12:35 AM,NA,NA,61,#VALUE!,#VALUE!,10:13:36 AM,,
05-22-2022,17,low,10:13:14 AM,NA,NA,75,#VALUE!,#VALUE!,10:14:29 AM,,
05-22-2022,18,low,10:14:46 AM,NA,NA,51,#VALUE!,#VALUE!,10:15:37 AM,,
05-22-2022,19,low,10:14:49 AM,NA,NA,39,#VALUE!,#VALUE!,10:15:28 AM,,
05-22-2022,20,low,10:14:59 AM,NA,NA,1,#VALUE!,#VALUE!,10:15:00 AM,,
05-23-2022,1,high,10:04:19 AM,10:44:01 AM,10:44:40 AM,841,39,1541,10:18:20 AM,2nd male added,
05-23-2022,2,high,10:04:26 AM,10:05:48 AM,10:06:21 AM,28,33,54,10:04:54 AM,,
05-23-2022,3,high,10:05:00 AM,10:18:05 AM,10:18:53 AM,52,48,733,10:05:52 AM,,
05-23-2022,4,high,10:05:17 AM,10:24:33 AM,10:25:00 AM,14,27,1142,10:05:31 AM,,
05-23-2022,5,high,10:05:22 AM,10:05:56 AM,10:06:32 AM,18,36,16,10:05:40 AM,,
05-23-2022,6,high,10:06:17 AM,10:35:39 AM,10:36:42 AM,20,63,1742,10:06:37 AM,"male got in position at 10:23:43 AM, but fell off",
05-23-2022,7,high,10:07:03 AM,10:13:25 AM,10:14:06 AM,312,41,70,10:12:15 AM,,
05-23-2022,8,high,10:07:16 AM,10:12:29 AM,10:13:32 AM,76,63,237,10:08:32 AM,,
05-23-2022,9,high,10:07:18 AM,10:08:19 AM,10:09:47 AM,60,88,1,10:08:18 AM,,
05-23-2022,10,high,10:07:39 AM,10:08:05 AM,10:08:55 AM,23,50,3,10:08:02 AM,,
05-23-2022,11,high,10:13:05 AM,10:30:20 AM,10:32:10 AM,52,110,983,10:13:57 AM,,
05-23-2022,12,high,10:13:17 AM,10:17:40 AM,10:19:48 AM,237,128,26,10:17:14 AM,,
05-23-2022,13,high,10:14:13 AM,10:14:49 AM,10:15:30 AM,21,41,15,10:14:34 AM,,
